dimension;identifier;name_eng;desc_eng;synonyms_eng;name_swe;desc_swe;synonyms_swe
Tillgångssystem;2PCA;Perimeter safety system;security and safety system against unwanted passage;;Skalskyddssystem;säkerhets- och skyddssystem mot oönskad passage;
Tillgångssystem;2PCB;Passage control system;perimeter safety system for passage control;;Passagekontrollsystem;skalskyddssystem som kontrollerar behörighet för tillträde;dörrindikering
Tillgångssystem;2PCC;Perimeter alarm system;perimeter safety system for alarm at unwanted passage;Burglar alarm system, area alarm;Skalskyddslarm;skalskyddssystem som larmar vid oönskad passage;Inbrottslarmsystem, områdeslarm
Tillgångssystem;2PD;Personal safety system;security and safety system against personal injury;;Personsäkerhetssystem;säkerhets- och skyddssystem mot personskada;
Tillgångssystem;2PDB;Evacuation marking;personal security systems that point the way to evacuation;illuminated, translucent and non-illuminated evacuation signs;Utrymningsmarkering;personsäkerhetssystem som hänvisar väg för utrymning;belysta-, genomlysta- och icke belysta utrymningsskyltar
Tillgångssystem;2PE;DummyPE;;;DummyPE;;
Tillgångssystem;2PEA;Electric safety system;security and safety system against electric damage;;Elsäkerhetssystem;säkerhets- och skyddssystem mot elskador;
Tillgångssystem;2PEB;Potential levelling system;electric safety system by levelling of potential;Grounding system;Potentialutjämningsystem;elsäkerhetssystem genom potentialutjämning;Jordningssystem
Tillgångssystem;2PF;DummyPF;;;DummyPF;;
Tillgångssystem;2PFA;Zone monitoring system;security and protection systems guarding a restricted zone;Camera surveillance;Zon-övervakningssystem;säkerhets- och skyddssystem som bevakar en begränsad zon;Kameraövervakning
Tillgångssystem;2Q;Lighting system;installation system for light management;Electrical lighting, daylight system, sunblind, blackout;Ljusssytem;installationssystem för ljushantering;Belysningssystem, elbelysning, dagsljussystem, solavskärmning, mörkläggning
Tillgångssystem;2QB;DummyQB;;;DummyQB;;
Tillgångssystem;2QBA;General lighting system;lighting system for general activities;ambient lighting system, tunnel lighting;Allmänbelysningssystem;belysningssystem för allmän aktivitet;
Tillgångssystem;2QBB;Technical space lighting;general lighting system in technical space;Technical room lighting, operating room lighting;Teknikutrymmesbelysning;allmänbelysningssystem i teknikutrymme;Teknikrumsbelysning, driftutrymmesbelysning
Tillgångssystem;2QBC;General lighting system public area;general lighting system for public area;platform lighting, lighting in connecting corridors and entrances in the station environment;Allmänbelysningssystem publika utrymme;allmänbelysningssystem för publikt utrymme;plattformsbelysning, belysning i förbindelsegångar och entréer i stationsmiljö
Tillgångssystem;2QC;Task lighting system;lighting system for special activities;workplace lighting;Platsbelysningssystem;belysningssystem för speciell aktivitet;arbetsplatsbelysning
Tillgångssystem;2QD;DummyQD;;;DummyQD;;
Tillgångssystem;2QDA;Emergency lighting system;lighting system automatically engaged when general lighting fails;evacuation lighting;Nödbelysningssystem;belysningssystem som tänds automatiskt vid fallerande allmänbelysning;utrymningsbelysning
Tillgångssystem;2QE;DummyQE;;;DummyQE;;
Tillgångssystem;2QEA;Spare lighting system;lighting system for temporary replacement of ordinary system;;Reservbelysningssystem;belysningssystem som tillfällig ersättning för ordinarie system;
Tillgångssystem;2QF;DummyQF;;;DummyQF;;
Tillgångssystem;2QFA;Accent lighting system;lighting system for aesthetic purposes;Art lighting;Dekorationsbelysningssystem;belysningssystem för estetiska syften;Konstbelysning
Tillgångssystem;2QG;DummyQG;;;DummyQG;;
Tillgångssystem;2QGA;Traffic lighting system;lighting system for traffic;walkway lighting, bike path lighting, road lighting;Trafikbelysningssystem;belysningssystemför fordonstrafikanläggning;gångbanebelysning, cykelvägsbelysning, vägbelysning
Tillgångssystem;3;Fit-out systems;functional systems fitting out spaces ;;Utrustande system;funktionellt system som utrustar utrymmen;
Tillgångssystem;3R;Railway system;fit-out system guiding and directing track-bound vehicles;Railroad system;Spårsystem;utrustande system som leder och styr spårbundna fordon;Banöverbyggnad
Tillgångssystem;3RB;Main track railway system;railroad system for train drive;;Huvudspårsystem;spårsystem för tågfärd;
Tillgångssystem;3RC;Side track railway system;railroad system for switching movements;;Sidospårsystem;spårsystem för växling eller växlingsrörelse;
Tillgångssystem;3RD;Track switching system;railroad system for change of track;;Spårbytesanordning;spårsystem för byte av spår;
Tillgångssystem;3S;Arrangement system;fit-out system which equips a construction entity and its spaces with fittings and equipment;Fitting out rooms, furnishing solutions;Anordningar;utrustande system som förser ett byggnadsverk och dess utrymmen med inredning, tillbehör och utrustning;
Tillgångssystem;3SB;DummySB;;;DummySB;;
Tillgångssystem;3SBA;User equipment;arrangement system for user activities;;Bruksanordningar;anordningar för brukaraktivitet;Bänkar od.
Tillgångssystem;3SC;DummySC;;;DummySC;;
Tillgångssystem;3SCA;Equipment for protection and access;arrangement system for protection and access;boom, gate, door, hatch;Skydds- och tillträdesanordningar;anordningar för skydd eller tillträde;bom, grind, dörr, lucka od.
Tillgångssystem;3SE;Maintenence equipment;arrangement system for maintenence;;Underhållsanordningar;anordningar för underhåll;
Tillgångssystem;3SEB;De-icing system;maintenence equipment for icing prevention;;Avisningssystem;anordningar som förbygger uppbyggandet av is på fordon;
Tillgångssystem;3SF;DummySF;;;DummySF;;
Tillgångssystem;3SFA;Routing structure;arrangement system for routing;;Kanalisationssystem;anordningar för kanalisation;
Tillgångssystem;3SG;Climate screening system;arrangement system for climate screening;;Klimatavskärmande anordningar;anordningar för klimatskydd;
Tillgångssystem;3SGB;Solar screening system;climate screening system against solar radiation;;Ljusavskärmande anordningar;klimatavskärmande system mot ljusinstrålning;
Tillgångssystem;3SGC;Wind screening system;climate screening system against air movement;;Vindskyddsanordningar;klimatavskärmande system mot luftrörelse;
Tillgångssystem;3SGD;Noice screening system;climatescreening system against unwanted sound;noise plank, noise wall;Bullerskyddande anordningar;klimatavskärmande system mot oönskat ljud;bullerplank, bullervall
Tillgångssystem;3SGE;Rain screening system;climate screening system against precipitation;;Regnskyddsanordningar;klimatavskärmande system mot nederbörd;
Tillgångssystem;3SGF;Snow drift screening system;climate screening system against drifting snow;;Snöskyddsanordningar;klimatavskärmande system mot drivande snö;
Tillgångssystem;3SH;DummySH;;;DummySH;;
Tillgångssystem;3SHA;Lift system;arrangement system for vertical and horisontal movement;;Lyftsystem;anordningar för vertikal och horisontellrörelse;Telfer, Travers
Tillgångssystem;3T;Traffic arrangement system;fit-out system which equips a construction entity with equipment for traffic control;traffic equipment, barriers, traffic signals, traffic signs;Trafikanordningar;utrustande system som förser en trafikanläggning med anordningar för styrning och reglering av trafik;trafikutrustning, bommar, trafiksignaler, trafikskyltar
Tillgångssystem;3TB;Traffic signal system;traffic arrangement system for signalling to road user;track lights, traffic lights, track traffic signal, road traffic signal, maritime traffic signal, air traffic signal;Trafiksignalsystem;trafikanordningar för signalering till trafikant;banljus, trafikljus, spårtrafiksignal, vägtrafiksignal, sjötrafiksignal, flygtrafiksignal
Tillgångssystem;3TBB;Vehicle traffic signal system;traffic signal system for general road and railway traffic;Automatic Train Control (ATC), Automatic Train Protection (ATP), European Train Control System (ETCS);Fordonstrafiksignalsystem;trafiksignalsystem för fordonstrafik;Automatic Train Control (ATC), Automatic Train Protection (ATP), European Train Control System (ETCS)
Tillgångssystem;3TBC;Selectively controlled traffic signal system;traffic signal system for specific types of traffic;;Selektivt styrd trafiksignalering;selectivt kontrollerande trafiksignalsystem;
Tillgångssystem;3TBD;Ramp traffic signal system;traffic signal system for highway ramp;ramp control;Påfartsregleringssystem;trafiksignalsystem för påfartstrafik;rampstyrning
Tillgångssystem;3TBE;Pedestrian and bicycle traffic signal system;traffic signal system for pedestrian and bicycle traffic;;Gång- och cykeltrafiksignalssystem;trafiksignalsystem för gång- och cykeltrafik;
Tillgångssystem;3TBF;Queue warning system;traffic signal system for warning of traffic queue;;Kövarningssystem;trafiksignalsystem som varnar för köbildning;
Tillgångssystem;3TBG;Reversible lanes;traffic signal system for reversible lanes;;Reversibla körfält;trafiksignalsystem för ändring av riktning av körfält;
Tillgångssystem;3TBH;Traffic warning system;traffic signal system informing about traffic conditions;;Trafikvarningssystem;trafiksignalsystem som informerar om trafikförutsättningar;
Tillgångssystem;3TBJ;Road marking system;traffic signal system with road markings;;System med vägmarkeringar;trafiksignalsystem med vägmarkering;
Tillgångssystem;3TBL;Road protection facility;traffic signal system for controlling road traffic at level crossings.;;Vägskyddsanläggning;trafiksignalsystem för styrning av vägtrafik vid plankorsning.;vägskyddsanläggning
Tillgångssystem;3TC;Traffic shutdown system;traffic arrangement system for traffic shutdown;;Trafikavstängningssystem;trafikanordningar för avstängning av trafik ;
Tillgångssystem;3TCB;Shutdown equipment;traffic shutdown system by physical obstacle;booms;Fysiska avstängningsanordningar för trafik;trafikavstängningssystem genom fysiskt hinder;bommar
Tillgångssystem;3TCC;Shutdown signal system;traffic shutdown system by signalling;obstacle detection system;Signalsystem för avstängning av trafik;trafikavstängningssystem genom signalering;hinderdetektering
Tillgångssystem;3TD;Speed surveillance system;traffic arrangement system for speed monitoring;;Hastighetsövervakningssystem;trafikanordningar för övervakning av fordonshastighet;
Tillgångssystem;3TDB;Automatic traffic speed control system;speed surveillance system for vehicles;automatic traffic control system, speed camera system, speed monitoring;Automatiskt hastighetskontrollsystem;hastighetövervakningssystem  för fordon;ATK, automatiskt trafikkontrollsystem, fartkamerasystem, hastighetsövervakning
Tillgångssystem;3TDC;Speed control and limiting system;speed surveillance system for vehicles, capable of reducing the speed;;System för hastighetsövervakning och hastighetsreducering;hastighetsövervakningssystem för fordon, kapabelt att sänka hastigheten;
